node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
3569	155871	protein	protein	IL6	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155807	protein	protein	IFNG	vpr
3569	155807	protein	protein	IL6	vpr
7124	155807	protein	protein	TNF	vpr
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
6352	156110	protein	protein	CCL5	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155971	protein	protein	IFNG	env
7124	155971	protein	protein	TNF	env
7124	155971	protein	protein	TNF	env
3458	155030	protein	protein	IFNG	gag
7124	155030	protein	protein	TNF	gag
7124	155030	protein	protein	TNF	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
7124	156110	protein	protein	TNF	nef
3458	155871	protein	protein	IFNG	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
3458	155871	protein	protein	IFNG	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155871	protein	protein	IFNG	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
7124	155871	protein	protein	TNF	tat
3458	155807	protein	protein	IFNG	vpr
7124	155807	protein	protein	TNF	vpr
1234	155971	protein	protein	CCR5	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3122	156110	protein	protein	HLA-DRA	nef
3122	156110	protein	protein	HLA-DRA	nef
3458	156110	protein	protein	IFNG	nef
1234	155871	protein	protein	CCR5	tat
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3725	155971	protein	protein	JUN	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3725	155971	protein	protein	JUN	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3725	155971	protein	protein	JUN	env
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3725	156110	protein	protein	JUN	nef
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3725	155871	protein	protein	JUN	tat
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
6352	155971	protein	protein	CCL5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
6352	155971	protein	protein	CCL5	env
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
6352	155871	protein	protein	CCL5	tat
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
1234	155971	protein	protein	CCR5	env
3458	155971	protein	protein	IFNG	env
1234	156110	protein	protein	CCR5	nef
1234	156110	protein	protein	CCR5	nef
3458	156110	protein	protein	IFNG	nef
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
1234	155871	protein	protein	CCR5	tat
1234	155871	protein	protein	CCR5	tat
3458	155871	protein	protein	IFNG	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
3458	155971	protein	protein	IFNG	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
3458	156110	protein	protein	IFNG	nef
7852	156110	protein	protein	CXCR4	nef
3458	155871	protein	protein	IFNG	tat
7852	155871	protein	protein	CXCR4	tat
3458	155871	protein	protein	IFNG	tat
7852	155871	protein	protein	CXCR4	tat
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3122	156110	protein	protein	HLA-DRA	nef
3122	156110	protein	protein	HLA-DRA	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3458	155971	protein	protein	IFNG	env
3122	156110	protein	protein	HLA-DRA	nef
3122	156110	protein	protein	HLA-DRA	nef
3458	156110	protein	protein	IFNG	nef
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
3122	155871	protein	protein	HLA-DRA	tat
3458	155871	protein	protein	IFNG	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
3593	155971	protein	protein	IL12B	env
3593	155971	protein	protein	IL12B	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3593	155971	protein	protein	IL12B	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3593	155971	protein	protein	IL12B	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
3592	155030	protein	protein	IL12A	gag
3593	155030	protein	protein	IL12B	gag
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3592	155871	protein	protein	IL12A	tat
3593	155871	protein	protein	IL12B	tat
3593	155871	protein	protein	IL12B	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3593	155871	protein	protein	IL12B	tat
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
6348	155971	protein	protein	CCL3	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3592	156110	protein	protein	IL12A	nef
6348	156110	protein	protein	CCL3	nef
6348	156110	protein	protein	CCL3	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3592	155871	protein	protein	IL12A	tat
6348	155871	protein	protein	CCL3	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
6348	155871	protein	protein	CCL3	tat
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
3592	155807	protein	protein	IL12A	vpr
3592	155807	protein	protein	IL12A	vpr
6348	155807	protein	protein	CCL3	vpr
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
6351	155971	protein	protein	CCL4	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
6351	155971	protein	protein	CCL4	env
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3592	156110	protein	protein	IL12A	nef
6351	156110	protein	protein	CCL4	nef
6351	156110	protein	protein	CCL4	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
6351	155871	protein	protein	CCL4	tat
3458	155807	protein	protein	IFNG	vpr
3558	155807	protein	protein	IL2	vpr
3592	155807	protein	protein	IL12A	vpr
3592	155807	protein	protein	IL12A	vpr
6351	155807	protein	protein	CCL4	vpr
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3592	155971	protein	protein	IL12A	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3458	155971	protein	protein	IFNG	env
3458	155971	protein	protein	IFNG	env
3558	155971	protein	protein	IL2	env
3592	155971	protein	protein	IL12A	env
3458	155030	protein	protein	IFNG	gag
3558	155030	protein	protein	IL2	gag
3592	155030	protein	protein	IL12A	gag
3458	156110	protein	protein	IFNG	nef
3458	156110	protein	protein	IFNG	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3592	156110	protein	protein	IL12A	nef
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
3592	155871	protein	protein	IL12A	tat
3458	155871	protein	protein	IFNG	tat
3558	155871	protein	protein	IL2	tat
3592	155871	protein	protein	IL12A	tat
