	nsc	conclusion	cid
10073	400022	CI	343617
10074	400080	CI	24200611
10075	400081	CI	262216
10076	400082	CI	290649
10077	400230	CI	564
10078	400241	CI	15816
10079	400242	CI	12736
10080	400290	CI	343790
10081	400302	CI	54611124
10082	400304	CI	668160
10083	400306	CI	343799
10084	400310	CI	343803
10085	400313	CI	54611125
10086	400314	CI	54604751
10087	400316	CI	343809
10088	400317	CI	343810
10089	400319	CI	343812
10090	400323	CI	5385150
10091	400327	CI	343820
10092	400328	CI	54598721
10093	400329	CI	54607943
10094	400330	CI	343823
10095	400332	CI	5464883
10096	400333	CI	5884869
10097	400335	CI	343828
10098	400337	CI	343830
10099	400382	CI	343854
10100	400388	CI	343859
10101	400395	CI	343864
10102	400399	CI	343866
10103	400452	CI	343882
10104	400453	CI	343883
10105	400455	CI	24200663
10106	400466	CI	343890
10107	400474	CI	343892
10108	400476	CI	24200670
10109	400477	CI	343894
10110	400480	CI	24200671
10111	400593	CI	343962
10112	400638	CI	101214
10113	400639	CI	745
10114	400718	CI	344043
10115	400719	CI	344044
10116	400808	CI	344095
10117	400822	CI	24200740
10118	400883	CI	344142
10119	400910	CI	24200756
10120	400944	CI	344174
10121	401057	CI	344253
10122	401080	CI	238653
10123	401188	CI	344333
10124	401268	CI	68083
10125	401269	CI	65090
10126	401275	CI	344395
10127	401278	CI	344398
10128	401279	CI	344399
10129	401281	CI	77409
10130	401282	CI	344401
10131	401289	CI	344407
10132	401292	CI	344409
10133	401306	CI	101223
10134	401325	CI	344428
10135	401414	CI	24200816
10136	401415	CI	24200817
10137	401418	CI	24200820
10138	401422	CI	344478
10139	401443	CI	24135
10140	401490	CI	135429913
10141	401496	CI	344532
10142	401497	CI	344533
10143	401510	CI	344546
10144	401544	CI	344570
10145	401553	CI	344576
10146	401554	CI	344577
10147	401570	CI	5699
10148	401878	CI	344781
10149	402163	CI	344975
10150	402368	CI	6280091
10151	402538	CI	12892
10152	402561	CI	10404
10153	402562	CI	15815
10154	402565	CI	66923
10155	402566	CI	345158
10156	402570	CI	345162
10157	402572	CI	345163
10158	402579	CI	345165
10159	402782	CI	345276
10160	402813	CI	345292
10161	402956	CI	436755
10162	403133	CI	5385331
10163	403140	CI	441593
10164	403170	CI	nan
10165	403188	CI	345522
10166	403197	CI	345529
10167	403198	CI	345530
10168	403261	CI	345560
10169	403269	CI	345568
10170	403320	CI	345613
10171	403347	CI	54608460
10172	403500	CI	345743
10173	403526	CI	3003982
10174	403561	CI	345782
10175	403681	CI	54608841
10176	403689	CI	345865
10177	403805	CI	345888
10178	403806	CI	345889
10179	403818	CM	24201118
10180	403854	CI	3001051
10181	403868	CI	94579
10182	403970	CI	345984
10183	404000	CI	346006
10184	404015	CI	23659638
10185	404019	CI	24201127
10186	404020	CI	24201128
10187	404240	CI	14900
10188	404262	CI	24201131
10189	404698	CI	24259
10190	404735	CI	346488
10191	404747	CI	81062
10192	404802	CI	5464885
10193	404827	CI	346563
10194	404850	CI	346582
10195	405084	CI	24201150
10196	405085	CI	346769
10197	405086	CI	24201151
10198	405087	CI	498222
10199	405090	CI	6153327
10200	405091	CI	5902516
10201	405092	CI	5880631
10202	405094	CI	853952
10203	405095	CI	853950
10204	405096	CI	5873198
10205	405098	CI	5899734
10206	405101	CM	926414
10207	405102	CI	5858764
10208	405103	CI	820255
10209	405104	CI	901346
10210	405105	CI	5791161
10211	405106	CI	5781925
10212	405107	CI	5915329
10213	405108	CM	5926297
10214	405109	CI	5896874
10215	405110	CI	5820951
10216	405111	CI	5784262
10217	405112	CI	6277804
10218	405113	CI	5868451
10219	405114	CI	5931630
10220	405115	CI	5377626
10221	405116	CI	5902596
10222	405117	CI	6140916
10223	405118	CI	5921562
10224	405121	CI	5918200
10225	405124	CI	6909
10226	405288	CI	24201167
10227	405300	CI	346932
10228	405302	CI	346934
10229	405304	CI	73223
10230	405308	CI	24201169
10231	405554	CI	72829
10232	405616	CI	347120
10233	405640	CI	14342
10234	405647	CI	5280460
10235	405649	CI	54611405
10236	405662	CM	8409
10237	405812	CI	347256
10238	405816	CI	347260
10239	405843	CI	347268
10240	405893	CI	716680
10241	405895	CI	347290
10242	405896	CI	347291
10243	405897	CI	347292
10244	405968	CI	5875588
10245	405970	CI	6399298
10246	406021	CI	2861016
10247	406043	CI	347382
10248	406048	CI	347387
10249	406049	CI	347388
10250	406050	CI	347389
10251	406051	CI	347390
10252	406087	CI	9363
10253	406362	CI	347588
10254	406433	CI	347646
10255	406472	CI	5590
10256	406613	CI	347765
10257	406614	CI	347766
10258	406630	CI	347775
10259	406644	CI	347788
10260	406767	CI	347864
10261	406865	CI	347938
10262	407010	CI	5281614
10263	407037	CI	348025
10264	407042	CI	348030
10265	407066	CI	6052342
10266	407073	CI	5926788
10267	407079	CI	348051
10268	407080	CI	348052
10269	407249	CI	54677846
10270	407290	CI	5281672
10271	407296	CI	1794425
10272	407297	CI	5315832
10273	407298	CI	54604673
10274	407300	CM	6450930
10275	407303	CI	5385553
10276	407308	CI	348162
10277	407312	CI	5458954
10278	407313	CI	3663
10279	407350	CI	5811022
10280	407353	CI	6078606
10281	407356	CI	5904653
10282	407357	CI	5776855
10283	407364	CI	6185228
10284	407378	CI	24845820
10285	407379	CI	6061091
10286	407403	CI	348221
10287	407434	CI	348247
10288	407436	CI	5281607
10289	407467	CI	348251
10290	407545	CI	348286
10291	407568	CI	348304
10292	407589	CI	5464886
10293	407590	CI	348324
10294	407597	CI	348330
10295	407604	CM	348336
10296	407613	CI	348345
10297	407619	CI	348350
10298	407632	CI	348361
10299	407659	CI	348386
10300	407672	CI	348397
10301	407698	CI	348415
10302	408145	CI	6867
10303	408152	CI	348699
10304	408154	CI	348701
10305	408161	CI	348707
10306	408162	CI	348708
10307	408165	CI	348711
10308	408168	CI	5293655
10309	408169	CI	54607967
10310	408205	CI	348739
10311	408215	CI	348748
10312	408463	CI	348943
10313	408476	CI	348951
10314	408512	CM	5464887
10315	408564	CI	349017
10316	408631	CI	349076
10317	408713	CI	349141
10318	408714	CI	349142
10319	408717	CI	349145
10320	408718	CI	349146
10321	408735	CI	21453
10322	408995	CI	349330
10323	409127	CI	101381
10324	409514	CI	349675
10325	409811	CI	349902
10326	409872	CI	6025046
10327	409873	CI	349932
10328	409962	CI	2578
10329	512913	CI	135416495
10330	515893	CI	853997
10331	518777	CI	316264
10332	519722	CI	54682640
10333	519796	CI	351223
10334	519836	CI	24201589
10335	520949	CI	279770
10336	521777	CI	5281321
10337	521887	CI	24201621
10338	522408	CI	15904
10339	525040	CI	5430
10340	525132	CM	135455322
10341	525720	CI	352306
10342	525816	CI	135439934
10343	526046	CI	7510
10344	526417	CI	3197
10345	526595	CI	70623
10346	526596	CI	352493
10347	526961	CI	352542
10348	527017	CA	5386092
10349	527035	CI	7188
10350	527525	CI	352698
10351	527986	CI	9553856
10352	528004	CI	5459329
10353	528168	CI	3084052
10354	528524	CI	265924
10355	528880	CI	24201867
10356	528943	CI	159643
10357	528986	CI	2174
10358	529030	CI	101196
10359	529154	CI	30986
10360	529592	CI	186907
10361	600013	CI	353022
10362	600018	CI	353025
10363	600019	CI	54608016
10364	600037	CI	353038
10365	600040	CI	353041
10366	600059	CI	353042
10367	600060	CI	9574347
10368	600071	CI	5386158
10369	600088	CI	54679341
10370	600089	CI	11969588
10371	600166	CI	353071
10372	600167	CI	54608018
10373	600267	CI	54608831
10374	600269	CI	353111
10375	600292	CI	20835846
10376	600293	CI	353134
10377	600304	CI	353135
10378	600305	CI	353136
10379	600388	CI	353138
10380	600405	CI	353143
10381	600444	CI	353148
10382	600472	CI	353155
10383	600473	CI	353156
10384	600521	CI	5386162
10385	600614	CI	353174
10386	600667	CI	149673
10387	600684	CI	353192
10388	600757	CI	353205
10389	600758	CI	353206
10390	600759	CI	54611149
10391	600760	CI	54598730
10392	600761	CI	353211
10393	600765	CI	353212
10394	600768	CI	353213
10395	600779	CI	135455429
10396	600794	CI	353224
10397	600835	CI	11969596
10398	600881	CI	5927129
10399	600882	CI	353259
10400	600951	CI	353269
10401	600967	CI	353283
10402	600968	CI	353285
10403	600969	CI	353286
10404	600970	CI	353287
10405	601053	CI	353292
10406	601054	CI	353293
10407	601081	CI	353300
10408	601082	CI	353301
10409	601095	CI	128712
10410	601101	CI	5351338
10411	601102	CI	353313
10412	601302	CI	353326
10413	601303	CI	353327
10414	601307	CI	353331
10415	601311	CI	353336
10416	601320	CI	nan
10417	601321	CI	6514848
10418	601346	CI	54604827
10419	601347	CI	353373
10420	601348	CI	135429915
10421	601351	CI	6711257
10422	601359	CI	353380
10423	601360	CI	353381
10424	601361	CI	353382
10425	601362	CI	135429916
10426	601363	CI	353384
10427	601364	CI	54600798
10428	601369	CI	353389
10429	601370	CI	353391
10430	601374	CI	353394
10431	601518	CI	353415
10432	601519	CI	54608586
10433	601617	CI	135455438
10434	601675	CI	353424
10435	601678	CI	98363
10436	601807	CI	353432
10437	601820	CI	353444
10438	601821	CI	353445
10439	601851	CI	353471
10440	601852	CI	135416663
10441	601853	CI	353472
10442	601854	CI	353473
10443	601855	CI	353474
10444	601913	CI	353486
10445	601914	CI	353487
10446	601985	CI	353499
10447	601986	CI	353501
10448	601988	CI	353503
10449	601990	CI	353505
10450	601991	CI	353506
10451	602066	CI	6514881
10452	602076	CI	353536
10453	602077	CI	353538
10454	602114	CI	353540
10455	602213	CI	353553
10456	602214	CI	353554
10457	602221	CI	353557
10458	602238	CI	50988867
10459	602243	CI	353587
10460	602335	CI	353609
10461	602336	CI	353611
10462	602341	CI	146662
10463	602610	CI	353637
10464	602611	CI	353638
10465	602612	CI	135429917
10466	602617	CI	353644
10467	602621	CI	135427553
10468	602624	CI	353652
10469	602667	CI	5386205
10470	602668	CI	198720
10471	602670	CA	5726
10472	602672	CI	353668
10473	602701	CI	353697
10474	602805	CM	353723
10475	602806	CI	353724
10476	602807	CI	353725
10477	602810	CI	353727
10478	602812	CI	353729
10479	602813	CI	353730
10480	602822	CI	353736
10481	602823	CI	353737
10482	602824	CI	353738
10483	602849	CI	353740
10484	602850	CI	353741
10485	602857	CI	353748
10486	602860	CI	353751
10487	602861	CI	353752
10488	602862	CI	353753
10489	602879	CI	353767
10490	602880	CI	353768
10491	602881	CI	353769
10492	602889	CI	353773
10493	602890	CI	353774
10494	602891	CI	494317
10495	602892	CI	5386215
10496	602893	CI	5386216
10497	602894	CI	353777
10498	602895	CI	353778
10499	602896	CI	353779
10500	602908	CI	353780
10501	602909	CI	5386217
10502	602913	CI	3003984
10503	602914	CI	3003985
10504	602915	CI	353786
10505	602918	CI	11969607
10506	602919	CI	353790
10507	602923	CI	353793
10508	602924	CI	353794
10509	602925	CI	353795
10510	602943	CI	353815
10511	603071	CI	72402
10512	603081	CI	5931632
10513	603082	CI	5779713
10514	603084	CI	3005840
10515	603085	CI	353833
10516	603086	CI	21141102
10517	603098	CI	353840
10518	603100	CI	353842
10519	603169	CI	6326622
10520	603170	CI	6474127
10521	603172	CM	54598337
10522	603173	CM	24201917
10523	603331	CI	353868
10524	603335	CI	54716343
10525	603427	CI	353872
10526	603442	CI	353879
10527	603443	CI	353880
10528	603450	CI	353885
10529	603451	CI	353886
10530	603452	CI	353887
10531	603463	CI	353892
10532	603533	CI	54608054
10533	603534	CI	54611153
10534	603536	CI	11969612
10535	603539	CI	nan
10536	603553	CI	353911
10537	603555	CI	353915
10538	603557	CI	353919
10539	603577	CI	nan
10540	603624	CI	353973
10541	603719	CI	157167
10542	603842	CI	5386245
10543	603843	CI	354011
10544	603844	CI	354012
10545	603850	CI	354018
10546	603972	CI	462196
10547	603974	CI	354026
10548	603975	CI	354027
10549	603976	CI	354028
10550	603977	CI	354029
10551	603978	CI	nan
10552	603982	CI	54604835
10553	603983	CI	11969623
10554	603986	CI	354036
10555	603990	CI	354040
10556	604167	CI	54608059
10557	604171	CI	354047
10558	604294	CI	6514962
10559	604518	CI	354075
10560	604534	CI	354078
10561	604535	CI	5351342
10562	604536	CI	132919
10563	604557	CI	354081
10564	604568	CI	354092
10565	604569	CI	354093
10566	604580	CI	54679343
10567	604581	CI	354105
10568	604583	CI	354107
10569	604586	CI	5927763
10570	604781	CI	354111
10571	604843	CI	354118
10572	604866	CI	354138
10573	604874	CI	354146
10574	604926	CI	5386259
10575	605117	CI	354190
10576	605191	CI	354216
10577	605231	CI	54695693
10578	605333	CI	354261
10579	605334	CI	354262
10580	605413	CI	354267
10581	605418	CI	3003987
10582	605419	CI	354276
10583	605435	CI	354287
10584	605436	CI	354288
10585	605437	CI	354289
10586	605440	CI	354292
10587	605443	CI	354295
10588	605469	CI	354306
10589	605470	CI	354307
10590	605471	CI	135429918
10591	605493	CI	nan
10592	605494	CI	nan
10593	605533	CI	354310
10594	605583	CI	3599
10595	605607	CI	54608005
10596	605608	CI	354323
10597	605706	CI	nan
10598	605735	CI	135429919
10599	605736	CI	354329
10600	605737	CI	354330
10601	605738	CI	135429920
10602	605739	CI	135429921
10603	605740	CI	354333
10604	605741	CI	354334
10605	605756	CI	197873
10606	605762	CI	122566
10607	605763	CI	354341
10608	605764	CI	80774
10609	605765	CI	354342
10610	605766	CI	54604839
10611	605767	CI	354345
10612	605868	CI	54611157
10613	605869	CI	54608786
10614	605870	CI	54601776
10615	605901	CI	354363
10616	605902	CI	354364
10617	605903	CI	354365
10618	605904	CI	354366
10619	605905	CI	354367
10620	605906	CI	354368
10621	605907	CI	354369
10622	605982	CI	13831002
10623	606026	CI	354381
10624	606030	CI	354385
10625	606173	CI	354395
10626	606174	CI	366358
10627	606196	CI	354400
10628	606295	CI	354407
10629	606355	CI	135455456
10630	606418	CI	354460
10631	606422	CI	354464
10632	606424	CI	354466
10633	606455	CI	354497
10634	606457	CI	354499
10635	606458	CI	354500
10636	606494	CI	129160
10637	606496	CI	129161
10638	606497	CI	489614
10639	606498	CI	11969638
10640	606499	CI	11969639
10641	606517	CI	354520
10642	606520	CI	354521
10643	606521	CI	354522
10644	606523	CI	354524
10645	606532	CI	354527
10646	606533	CI	54608027
10647	606534	CI	54608724
10648	606535	CI	354532
10649	606536	CI	54600712
10650	606537	CI	354533
10651	606538	CI	6515042
10652	606542	CI	354538
10653	606562	CI	354546
10654	606563	CI	354547
10655	606564	CI	354548
10656	606565	CI	354549
10657	606566	CI	354550
10658	606567	CI	354551
10659	606568	CI	354552
10660	606698	CI	54601137
10661	606699	CI	54608028
10662	606703	CI	nan
10663	606798	CI	354605
10664	606799	CI	354606
10665	606800	CI	5479990
10666	606840	CI	354609
10667	606843	CI	354611
10668	606846	CM	354614
10669	606847	CI	11969646
10670	606873	CI	354625
10671	606968	CI	22153786
10672	606972	CI	354665
10673	606985	CI	354677
10674	606986	CI	354679
10675	606989	CI	354682
10676	607097	CI	122737
10677	607167	CI	1550001
10678	607168	CI	1864839
10679	607171	CI	354736
10680	607185	CI	354742
10681	607294	CI	354762
10682	607298	CI	354765
10683	607301	CI	354767
10684	607312	CI	5459050
10685	607316	CI	354774
10686	607319	CI	354776
10687	607320	CI	354777
10688	607347	CI	354778
10689	607392	CI	5376891
10690	607393	CI	5386330
10691	607394	CI	5386331
10692	607401	CI	6515089
10693	607416	CI	354804
10694	607418	CI	6515092
10695	607520	CI	354832
10696	607531	CI	354843
10697	607584	CI	135399277
10698	607620	CI	354905
10699	607621	CI	354906
10700	607633	CI	354915
10701	607636	CI	54608705
10702	607642	CI	354921
10703	607738	CI	5813429
10704	607739	CI	5923761
10705	607740	CI	5927535
10706	607745	CI	354964
10707	607746	CI	354965
10708	607749	CI	6375673
10709	607753	CI	354971
10710	607754	CI	5386353
10711	607760	CI	5367460
10712	607761	CI	5367328
10713	607773	CI	354980
10714	607774	CI	6917928
10715	607882	CI	5386356
10716	607953	CI	437979
10717	607957	CI	54608794
10718	607979	CI	355050
10719	607980	CM	73044
10720	607981	CI	11969653
10721	607993	CI	355054
10722	608000	CI	108143
10723	608001	CI	2126
10724	608002	CM	6184667
10725	608003	CI	355058
10726	608060	CI	355082
10727	608061	CI	355083
10728	608062	CI	355084
10729	608082	CI	355094
10730	608143	CI	24201936
10731	608230	CI	355131
10732	608336	CI	127797
10733	608357	CI	54608916
10734	608441	CI	355206
10735	608446	CI	355211
10736	608449	CI	355213
10737	608450	CI	355214
10738	608452	CI	355216
10739	608456	CI	355218
10740	608462	CI	nan
10741	608463	CI	nan
10742	608475	CI	355227
10743	608503	CI	5386368
10744	608560	CI	355249
10745	608563	CI	355252
10746	608623	CI	355281
10747	608624	CI	355283
10748	608625	CI	355285
10749	608626	CI	355287
10750	608694	CI	355333
10751	608703	CI	5905171
10752	608708	CI	355349
10753	608710	CI	13492159
10754	608712	CI	355353
10755	608714	CI	355355
10756	608750	CI	355367
10757	608776	CI	355373
10758	608820	CI	355380
10759	608832	CI	355392
10760	608833	CI	355394
10761	608858	CI	355403
10762	608970	CI	nan
10763	608971	CI	nan
10764	608972	CI	nan
10765	608973	CI	nan
10766	608974	CI	nan
10767	608975	CI	nan
10768	608976	CI	nan
10769	608978	CI	nan
10770	608979	CI	nan
10771	608986	CI	355436
10772	609067	CA	355450
10773	609072	CI	355454
10774	609073	CI	355455
10775	609074	CI	355456
10776	609075	CI	355457
10777	609076	CI	355458
10778	609077	CI	355459
10779	609097	CI	355465
10780	609098	CI	355466
10781	609099	CI	355467
10782	609100	CI	355468
10783	609202	CI	54604852
10784	609203	CI	54602115
10785	609204	CI	355473
10786	609211	CI	54608889
10787	609212	CI	nan
10788	609213	CI	54601708
10789	609220	CI	nan
10790	609247	CI	355503
10791	609248	CI	355504
10792	609259	CI	355507
10793	609355	CI	355529
10794	609356	CI	355531
10795	609357	CI	355530
10796	609397	CI	5386397
10797	609399	CI	54708168
10798	609404	CI	355541
10799	609406	CI	355543
10800	609407	CI	355544
10801	609408	CI	355545
10802	609422	CI	355552
10803	609423	CI	355553
10804	609424	CI	355554
10805	609426	CI	355556
10806	609512	CI	355586
10807	609522	CI	135455502
10808	609523	CI	135455503
10809	609524	CI	135429922
10810	609545	CI	355604
10811	609556	CI	355613
10812	609558	CI	355615
10813	609650	CI	355632
10814	609651	CI	355633
10815	609694	CI	355642
10816	609695	CI	355643
10817	609696	CI	355644
10818	609699	CI	60699
10819	609761	CI	355656
10820	609769	CI	5881938
10821	609775	CI	55030
10822	609812	CI	355704
10823	609815	CI	355710
10824	609816	CI	355711
10825	609817	CI	138591
10826	609818	CI	355712
10827	609819	CI	355713
10828	609820	CI	355715
10829	609821	CI	355716
10830	609823	CI	355719
10831	609940	CI	355725
10832	609943	CI	355728
10833	609964	CI	5386427
10834	609965	CI	5386429
10835	609974	CI	108144
10836	610054	CI	24201955
10837	610055	CI	24201956
10838	610141	CI	355789
10839	610142	CI	355790
10840	610143	CI	355791
10841	610144	CI	355792
10842	610145	CI	355793
10843	610173	CI	355799
10844	610185	CI	6081420
10845	610186	CI	5879215
10846	610187	CI	5328552
10847	610188	CI	5375912
10848	610193	CI	355816
10849	610456	CI	54598698
10850	610457	CI	11969671
10851	610458	CI	5459073
10852	610459	CI	11969672
10853	610490	CI	355861
10854	610493	CI	355864
10855	610496	CI	65828
10856	610580	CI	355900
10857	610582	CI	355902
10858	610615	CI	355906
10859	610616	CI	355907
10860	610620	CI	355913
10861	610686	CI	355930
10862	610687	CI	54695445
10863	610692	CM	5459075
10864	610693	CI	5459076
10865	610743	CI	124533
10866	610744	CI	355940
10867	610745	CM	355941
10868	610893	CI	355964
10869	610895	CM	54608006
10870	610896	CI	54611733
10871	610897	CI	54608007
10872	610898	CI	54602220
10873	610924	CI	5459079
10874	610928	CI	121591
10875	610929	CI	109334
10876	610974	CI	355999
10877	610996	CI	356017
10878	610997	CI	356018
10879	610998	CA	356019
10880	610999	CI	5459080
10881	611000	CI	54708171
10882	611077	CI	356041
10883	611078	CI	356042
10884	611080	CI	5912583
10885	611081	CI	356046
10886	611082	CI	356047
10887	611086	CI	356052
10888	611087	CI	356053
10889	611088	CI	356054
10890	611091	CI	356057
10891	611093	CI	3003988
10892	611100	CI	356067
10893	611183	CI	12196549
10894	611196	CI	356100
10895	611204	CI	356108
10896	611205	CI	356109
10897	611215	CI	356123
10898	611219	CI	356127
10899	611271	CI	356188
10900	611283	CI	356200
10901	611284	CI	356200
10902	611325	CI	356201
10903	611347	CI	356204
10904	611357	CI	5386468
10905	611358	CI	356213
10906	611360	CI	356215
